Customer_ID,Previous_Season,Renewal_Season,Renewal,Renewal_or_Non-renewal_Date,Average_Price_Paid_Per_Seat_Previous_Season,Total_Seats_Previous_Season,Team_Win_Pct_Previous_Season,Games_Attended_Previous_Season,Games_Missed_Previous_Season,Total_Games_Previous_Season,Non-Game_Events_Attended_Previous_Season,Phone_Calls_Made_to_Customer_Last_90_Days_Before_Renewal_Date,Live_Phone_Conversations_With_Customer_Last_90_Days_Before_Renewal_Date,Emails_Sent_Last_90_Days_Before_Renewal_Date,Section_Previous_Season
388696,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,12-Dec-13,94.656,1,0.54,15,2,17,0,11,1,5,Reserved_Seats
388738,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,30-Sep-13,399.36,3,0.54,14,3,17,6,20,1,6,Reserved_Seats
388848,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,2,0.54,3,14,17,0,31,4,9,Reserved_Seats
388977,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,10,0.54,11,6,17,0,24,9,7,Reserved_Seats
389189,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,2,0.54,14,3,17,0,0,0,8,Reserved_Seats
389260,2012 Basketball Season Tickets,2013 Basketball Season Tickets,0,26-Mar-13,276.48,3,0.54,13,4,17,3,16,0,2,Reserved_Seats
389597,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,13,4,17,0,15,1,10,Reserved_Seats
389666,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,109.056,1,0.54,10,7,17,0,14,1,10,Reserved_Seats
389740,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,1,0.54,11,6,17,0,9,0,5,Reserved_Seats
390237,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,7,10,17,0,25,4,14,Reserved_Seats
390391,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,138.24,4,0.54,2,15,17,0,31,3,6,Reserved_Seats
390396,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,1,0.54,16,1,17,2,13,1,7,General_Admission
391004,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,276.48,2,0.54,13,4,17,4,14,2,9,Reserved_Seats
391023,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,291.84,3,0.54,16,1,17,6,14,2,7,Reserved_Seats
391088,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,1,0.54,16,1,17,0,24,4,14,Reserved_Seats
391290,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,0,35,1,12,Reserved_Seats
391485,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,256.32,1,0.54,15,2,17,0,19,2,10,General_Admission
391529,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,2,0.54,16,1,17,0,25,1,10,General_Admission
392888,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,6,0.54,14,3,17,0,17,7,7,Reserved_Seats
393014,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,380.16,2,0.54,7,10,17,2,18,4,2,Reserved_Seats
393585,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,261.12,1,0.54,14,3,17,2,20,4,14,Reserved_Seats
393660,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,4,0.54,4,13,17,0,13,2,6,Reserved_Seats
393850,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,1,0.54,17,0,17,2,12,0,11,Reserved_Seats
394030,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,2,0.54,10,7,17,0,16,3,9,Reserved_Seats
394224,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,4,0.54,9,8,17,0,12,1,8,Reserved_Seats
394418,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,17,0,17,4,14,1,6,Reserved_Seats
395079,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,17,0,17,0,5,1,4,Reserved_Seats
395166,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,422.4,2,0.54,9,8,17,4,30,6,6,Reserved_Seats
395184,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,1,0.54,14,3,17,0,19,2,13,General_Admission
395451,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,6,11,17,0,10,1,6,Reserved_Seats
396092,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,475.2,3,0.54,5,12,17,0,19,5,1,Reserved_Seats
396195,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,432,1,0.54,13,4,17,0,0,0,0,Reserved_Seats
396215,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,499.2,1,0.54,16,1,17,0,15,1,8,Reserved_Seats
396377,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,13,4,17,0,0,0,0,Reserved_Seats
396583,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,5,0.54,14,3,17,0,19,6,10,Reserved_Seats
396807,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,473.28,2,0.54,8,9,17,0,27,3,5,Reserved_Seats
397080,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,6,27,4,13,Reserved_Seats
397143,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,16,1,17,0,5,1,4,Reserved_Seats
397349,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,236.64,32,0.54,17,0,17,0,6,2,0,Club_Level
397655,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,5,12,17,0,24,2,12,Reserved_Seats
397829,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,11,6,17,0,14,0,8,Reserved_Seats
398046,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,276.48,3,0.54,16,1,17,3,0,0,0,Reserved_Seats
398163,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,4,0.54,8,9,17,0,0,0,0,Reserved_Seats
398211,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,2,0.54,14,3,17,2,20,5,8,Reserved_Seats
399219,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,380.16,4,0.54,5,12,17,0,0,0,0,Reserved_Seats
399407,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,361.92,2,0.54,14,3,17,0,6,3,1,Reserved_Seats
399409,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,3,0.54,13,4,17,0,22,3,13,Reserved_Seats
400263,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,399.36,2,0.54,15,2,17,4,21,3,12,Reserved_Seats
400356,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,1,0.54,14,3,17,0,14,4,7,Reserved_Seats
400399,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,11,6,17,0,24,1,13,Reserved_Seats
400764,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,1,0.54,13,4,17,1,14,3,6,Reserved_Seats
400975,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,4,0.54,7,10,17,0,29,5,0,Reserved_Seats
401289,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,3,0.54,17,0,17,3,11,2,6,Reserved_Seats
401511,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,14-Aug-13,473.28,2,0.54,16,1,17,0,16,2,6,Reserved_Seats
401606,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,15,2,17,0,0,0,0,Reserved_Seats
402452,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,14,3,17,1,29,14,8,Reserved_Seats
402497,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,276.48,5,0.54,16,1,17,0,0,0,0,Reserved_Seats
402633,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,256.32,3,0.54,10,7,17,6,14,6,4,General_Admission
402718,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,2,0.54,17,0,17,2,21,1,11,Reserved_Seats
403327,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,535.68,4,0.54,15,2,17,4,5,0,4,Reserved_Seats
403875,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,16,1,17,0,5,1,4,Reserved_Seats
404044,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,2,0.54,17,0,17,2,23,3,11,General_Admission
404051,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,3,0.54,16,1,17,2,18,2,12,Reserved_Seats
405041,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,1,0.54,15,2,17,0,24,3,11,General_Admission
405159,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,138.24,2,0.54,1,16,17,0,19,1,0,Reserved_Seats
406079,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,256.32,2,0.54,13,4,17,2,30,1,11,General_Admission
406411,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,5-Jan-13,473.28,20,0.54,17,0,17,0,3,0,2,Reserved_Seats
407049,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,1,0.54,12,5,17,0,12,1,0,Reserved_Seats
407296,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,3,0.54,9,8,17,3,16,3,10,Reserved_Seats
407885,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,3,0.54,11,6,17,3,0,0,0,General_Admission
409619,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,4,13,17,0,17,0,8,Reserved_Seats
409992,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,4,0.54,8,9,17,2,23,4,12,Reserved_Seats
410084,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,4,16,1,12,Reserved_Seats
410563,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,16,1,17,0,26,3,15,Reserved_Seats
410837,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,1,0.54,9,8,17,0,19,1,10,General_Admission
411060,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,2,0.54,9,8,17,0,38,7,7,Reserved_Seats
411176,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,276.48,2,0.54,5,12,17,0,35,2,5,Reserved_Seats
411479,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,4,13,17,0,24,1,12,Reserved_Seats
411814,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,16,1,17,0,5,1,4,Reserved_Seats
411855,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,24-Oct-13,123.456,1,0.54,15,2,17,0,18,2,6,Reserved_Seats
412158,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,1,0.54,16,1,17,0,12,1,8,Reserved_Seats
412256,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,834.96,4,0.54,12,5,17,4,19,8,0,Club_Level
412635,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,4,0.54,7,10,17,0,18,4,4,Reserved_Seats
413603,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,355.2,3,0.54,16,1,17,0,16,4,9,Reserved_Seats
413933,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,27-Aug-13,380.16,3,0.54,12,5,17,7,13,1,7,Reserved_Seats
414135,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,4,0.54,15,2,17,2,0,0,0,Reserved_Seats
414240,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,4,0.54,11,6,17,0,33,12,6,Reserved_Seats
414269,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,13,4,17,0,18,2,10,Reserved_Seats
414289,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,293.76,1,0.54,13,4,17,0,3,0,2,Reserved_Seats
414966,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,2,0.54,13,4,17,2,39,1,12,General_Admission
415301,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,4,0.54,15,2,17,0,16,3,4,Reserved_Seats
416152,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,17,0,17,0,5,1,4,Reserved_Seats
416545,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,448.8,2,0.54,15,2,17,4,25,3,13,Reserved_Seats
416646,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,2,0.54,14,3,17,0,15,3,9,Reserved_Seats
417591,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,1096.96,3,0.54,11,6,17,0,15,2,5,Platinum_Club
417720,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,1,0.54,8,9,17,0,31,0,12,General_Admission
417952,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,2,0.54,15,2,17,1,16,2,10,Reserved_Seats
418219,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,2,0.54,11,6,17,0,22,5,12,General_Admission
418523,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,5,0.54,13,4,17,0,21,1,12,Reserved_Seats
419114,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,30,0.54,17,0,17,0,2,0,2,Reserved_Seats
419255,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,213.9552,2,0.54,10,7,17,0,20,4,11,General_Admission
419364,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,7,0.54,8,9,17,0,18,2,12,Reserved_Seats
419380,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,499.2,3,0.54,15,2,17,0,38,3,3,Reserved_Seats
419760,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,448.8,2,0.54,5,12,17,0,26,2,13,Reserved_Seats
420010,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,1109.76,2,0.54,13,4,17,2,14,2,8,Platinum_Club
420121,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,8-Aug-13,857.088,5,0.54,12,5,17,3,1,0,0,Platinum_Club
420276,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,1,0.54,14,3,17,0,17,3,9,Reserved_Seats
420382,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,3,0.54,6,11,17,0,26,1,0,Reserved_Seats
420963,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,1,0.54,15,2,17,0,29,0,11,General_Admission
421248,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,472.8,4,0.54,14,3,17,0,28,6,6,Reserved_Seats
421479,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,475.2,2,0.54,6,11,17,2,17,2,11,Reserved_Seats
421983,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,17,0,17,2,25,4,0,Reserved_Seats
422644,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,4,0.54,11,6,17,0,15,1,6,Reserved_Seats
422707,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,2-Sep-13,359.04,2,0.54,17,0,17,4,16,4,7,Reserved_Seats
422748,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,31-Dec-13,293.76,2,0.54,10,7,17,0,43,4,9,Reserved_Seats
422778,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,1,0.54,14,3,17,0,14,1,10,General_Admission
422833,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,1,0.54,13,4,17,0,23,3,12,Reserved_Seats
422998,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,2,0.54,9,8,17,0,13,3,8,General_Admission
423029,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,2,0.54,13,4,17,0,14,2,9,Reserved_Seats
423993,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,1071.36,4,0.54,10,7,17,0,36,9,0,Platinum_Club
424037,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,2,0.54,10,7,17,0,14,2,9,Reserved_Seats
424257,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,1,0.54,17,0,17,2,19,2,10,General_Admission
424676,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,2,15,17,0,16,1,8,Reserved_Seats
424712,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,256.32,1,0.54,15,2,17,0,23,4,12,General_Admission
425021,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,2,0.54,11,6,17,0,28,4,11,General_Admission
425207,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,13-Nov-13,1109.76,2,0.54,15,2,17,0,0,0,0,Platinum_Club
425368,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,19-Nov-13,451.2,4,0.54,7,10,17,4,26,6,6,Reserved_Seats
425593,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Aug-13,117.888,1,0.54,14,3,17,0,16,2,10,Reserved_Seats
425601,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,19-Sep-13,382.08,4,0.54,13,4,17,6,23,11,3,Reserved_Seats
425672,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,10,7,17,0,0,0,0,Reserved_Seats
426584,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,1,18,2,11,Reserved_Seats
427253,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,1071.36,4,0.54,8,9,17,0,22,4,5,Platinum_Club
427425,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,2,0.54,8,9,17,0,28,1,9,General_Admission
427638,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,15-Aug-13,362.88,2,0.54,13,4,17,0,15,4,7,Reserved_Seats
428049,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,416.28,16,0.54,17,0,17,0,0,0,0,Reserved_Seats
428069,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,4,0.54,17,0,17,0,16,1,12,Reserved_Seats
428097,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,22-Jan-13,473.28,4,0.54,13,4,17,0,16,6,4,Reserved_Seats
429018,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,5,0.54,16,1,17,0,0,0,0,Reserved_Seats
429593,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,15,2,17,0,5,1,4,Reserved_Seats
429598,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,9,8,17,0,0,0,0,Reserved_Seats
430057,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,30-Sep-13,337.92,1,0.54,11,6,17,0,19,3,8,Reserved_Seats
430699,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,10,7,17,0,23,3,13,Reserved_Seats
431033,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,17-Nov-13,473.28,4,0.54,16,1,17,6,16,2,7,Reserved_Seats
431681,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,2,0.54,17,0,17,0,30,0,0,General_Admission
432102,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,276.48,2,0.54,6,11,17,0,30,1,6,Reserved_Seats
432194,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,15,2,17,0,22,2,13,Reserved_Seats
433102,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,308.16,1,0.54,15,2,17,0,7,1,6,Reserved_Seats
433426,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,30-Oct-13,226.5408,3,0.54,12,5,17,0,24,10,4,General_Admission
433686,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,475.2,1,0.54,14,3,17,2,29,8,14,Reserved_Seats
433708,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,475.2,4,0.54,16,1,17,0,39,10,8,Reserved_Seats
434146,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,19-Mar-13,382.08,4,0.54,15,2,17,0,6,2,3,Reserved_Seats
434190,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,499.2,2,0.54,13,4,17,0,8,5,0,Reserved_Seats
434673,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,475.2,4,0.54,10,7,17,4,33,7,10,Reserved_Seats
434881,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,378.24,4,0.54,12,5,17,0,0,0,0,Reserved_Seats
435418,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,14,3,17,0,17,2,10,Reserved_Seats
435554,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,2,0.54,17,0,17,0,19,4,8,Reserved_Seats
436473,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,2,0.54,15,2,17,0,13,0,8,Reserved_Seats
436649,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,328.32,3,0.54,14,3,17,0,0,0,0,Reserved_Seats
436857,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,2,0.54,13,4,17,0,27,0,9,Reserved_Seats
436952,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,475.2,1,0.54,5,12,17,0,31,4,4,Reserved_Seats
438112,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,13,4,17,0,22,2,12,Reserved_Seats
438356,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,259.2,1,0.54,12,5,17,0,13,2,9,General_Admission
438472,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,6,0.54,7,10,17,0,0,0,0,Reserved_Seats
438749,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,256.32,1,0.54,15,2,17,0,19,3,12,General_Admission
438855,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,2,0.54,11,6,17,0,17,0,9,Reserved_Seats
438982,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,499.2,2,0.54,12,5,17,0,0,0,0,Reserved_Seats
440209,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,273.6,1,0.54,14,3,17,1,3,2,0,General_Admission
441249,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,8,9,17,0,26,2,12,Reserved_Seats
441279,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,4,0.54,4,13,17,0,34,2,7,Reserved_Seats
441282,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,1,0.54,15,2,17,2,17,4,11,General_Admission
441287,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,19-Aug-13,337.92,2,0.54,11,6,17,2,36,11,9,Reserved_Seats
441523,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,17,0,17,2,17,2,11,Reserved_Seats
441578,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,322.56,2,0.54,11,6,17,0,28,7,5,Reserved_Seats
441630,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,1,0.54,13,4,17,0,16,1,9,Reserved_Seats
441684,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,1,0.54,11,6,17,1,15,2,10,General_Admission
441689,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,17-Dec-13,422.4,2,0.54,12,5,17,4,16,6,2,Reserved_Seats
441771,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,16,1,17,2,9,0,8,Reserved_Seats
441836,2012 Basketball Season Tickets,2013 Basketball Season Tickets,0,26-Mar-13,329.28,2,0.54,3,14,17,1,22,3,2,Club_Level
441899,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,4,0.54,11,6,17,0,9,2,3,Reserved_Seats
442288,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,448.8,2,0.54,11,6,17,0,11,1,6,Reserved_Seats
442884,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,399.36,2,0.54,12,5,17,0,19,4,9,Reserved_Seats
442998,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,241.92,1,0.54,2,15,17,0,24,5,0,General_Admission
443360,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,1,0.54,11,6,17,2,32,0,12,Reserved_Seats
443854,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,213.9552,2,0.54,10,7,17,2,17,3,11,General_Admission
444384,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,11,6,17,0,0,0,8,Reserved_Seats
444387,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,2,0.54,16,1,17,2,17,0,9,Reserved_Seats
